DPW_Node_ID,PUC_Maximo_Asset_ID,System_Use_Code,System_Use,Drain_Type,POINT_X,POINT_Y,Location
382406333,382406333,Default,Undefined,Storm Water Inlet Drain,,,"(-6.8292739, 39.2629681)"
382406334,382406334,Default,Undefined,Storm Water Inlet Drain,,,"(-6.8273832, 39.2626023)"
382408102,382408102,Default,Undefined,Storm Water Inlet Drain,,,"(-6.8289813, 39.2568453)"
382408106,382408106,Default,Undefined,Storm Water Inlet Drain,,,"(-6.8293865, 39.2568631)"
382408108,382408108,Default,Undefined,Storm Water Inlet Drain,,,"(-6.8289059, 39.2567629)"
382408861,382408861,Default,Undefined,Storm Water Inlet Drain,,,"(-6.8291475, 39.2620093)"
382408869,382408869,Default,Undefined,Storm Water Inlet Drain,,,"(-6.8291157, 39.2621273)"
382408870,382408870,Default,Undefined,Storm Water Inlet Drain,,,"(-6.8293644, 39.2611543)"
382410302,382410302,Default,Undefined,Storm Water Inlet Drain,,,"(-6.8278001, 39.2595066)"
382453695,382453695,Default,Undefined,Storm Water Inlet Drain,,,"(-6.8250068, 39.2526724)"
382983324,382983324,Default,Undefined,Storm Water Inlet Drain,,,"(-6.8118586, 39.2738248)"
382983325,382983325,Default,Undefined,Storm Water Inlet Drain,,,"(-6.813083, 39.2742014)"
382983326,382983326,Default,Undefined,Storm Water Inlet Drain,,,"(-6.8119644, 39.2737862)"
382983327,382983327,Default,Undefined,Storm Water Inlet Drain,,,"(-6.8130749, 39.2733728)"
382988387,382988387,Default,Undefined,Storm Water Inlet Drain,,,"(-6.8132958, 39.2742323)"
386296597,386296597,Default,Undefined,Storm Water Inlet Drain,,,"(-6.8195679, 39.2536965)"
386296600,386296600,Default,Undefined,Storm Water Inlet Drain,,,"(-6.8197598, 39.2537039)"
389527524,389527524,Default,Undefined,Storm Water Inlet Drain,,,"(-6.8110231, 39.2576292)"
389528679,389528679,Default,Undefined,Storm Water Inlet Drain,,,"(-6.8104725, 39.2564085)"
389529354,389529354,Default,Undefined,Storm Water Inlet Drain,,,"(-6.8106853, 39.2568085)"
389529356,389529356,Default,Undefined,Storm Water Inlet Drain,,,"(-6.8107933, 39.2570199)"
389529358,389529358,Default,Undefined,Storm Water Inlet Drain,,,"(-6.810892, 39.2572553)"
389529361,389529361,Default,Undefined,Storm Water Inlet Drain,,,"(-6.810737, 39.2569014)"
389529363,389529363,Default,Undefined,Storm Water Inlet Drain,,,"(-6.8108404, 39.2570854)"
389529365,389529365,Default,Undefined,Storm Water Inlet Drain,,,"(-6.8107642, 39.2569735)"
389529367,389529367,Default,Undefined,Storm Water Inlet Drain,,,"(-6.8106486, 39.2567934)"
389529370,389529370,Default,Undefined,Storm Water Inlet Drain,,,"(-6.8105883, 39.2565412)"
389529372,389529372,Default,Undefined,Storm Water Inlet Drain,,,"(-6.8107971, 39.2570768)"
389529374,389529374,Default,Undefined,Storm Water Inlet Drain,,,"(-6.8114541, 39.2584483)"
389529376,389529376,Default,Undefined,Storm Water Inlet Drain,,,"(-6.8108869, 39.2572219)"
389529378,389529378,Default,Undefined,Storm Water Inlet Drain,,,"(-6.8106985, 39.2568758)"
389529381,389529381,Default,Undefined,Storm Water Inlet Drain,,,"(-6.8106382, 39.2567516)"
389529383,389529383,Default,Undefined,Storm Water Inlet Drain,,,"(-6.8105074, 39.2564805)"
389529385,389529385,Default,Undefined,Storm Water Inlet Drain,,,"(-6.8108733, 39.2571669)"
389529387,389529387,Default,Undefined,Storm Water Inlet Drain,,,"(-6.8106175, 39.2566919)"
389529390,389529390,Default,Undefined,Storm Water Inlet Drain,,,"(-6.8112704, 39.2579385)"
389529392,389529392,Default,Undefined,Storm Water Inlet Drain,,,"(-6.8114338, 39.2579857)"
389529394,389529394,Default,Undefined,Storm Water Inlet Drain,,,"(-6.8112501, 39.25727)"
389538911,389538911,Default,Undefined,Storm Water Inlet Drain,,,"(-6.8188927, 39.2549093)"
392406417,392406417,Default,Undefined,Storm Water Inlet Drain,,,"(-6.8074576, 39.2318063)"
392406735,392406735,Default,Undefined,Storm Water Inlet Drain,,,"(-6.8027266, 39.2657756)"
392406736,392406736,Default,Undefined,Storm Water Inlet Drain,,,"(-6.8027185, 39.265783)"
393912201,393912201,Default,Undefined,Storm Water Inlet Drain,,,"(-6.8170421, 39.2471487)"
393912701,393912701,Default,Undefined,Storm Water Inlet Drain,,,"(-6.8148561, 39.2513154)"
405010809,405010809,Default,Undefined,Storm Water Inlet Drain,,,"(-6.8207776, 39.2668885)"
405010810,405010810,Default,Undefined,Storm Water Inlet Drain,,,"(-6.8160573, 39.2695436)"
405011254,405011254,Default,Undefined,Storm Water Inlet Drain,,,"(-6.8241329, 39.2707174)"
405116541,405116541,Default,Undefined,Storm Water Inlet Drain,,,"(-6.8102882, 39.2560928)"
405116544,405116544,Default,Undefined,Storm Water Inlet Drain,,,"(-6.8112598, 39.2556137)"
405116545,405116545,Default,Undefined,Storm Water Inlet Drain,,,"(-6.811518, 39.2555064)"
405116546,405116546,Default,Undefined,Storm Water Inlet Drain,,,"(-6.8111788, 39.2556443)"
405143356,405143356,Default,Undefined,Storm Water Inlet Drain,,,"(-6.8069615, 39.2551453)"
405143357,405143357,Default,Undefined,Storm Water Inlet Drain,,,"(-6.8069154, 39.2550959)"
405143753,405143753,Default,Undefined,Storm Water Inlet Drain,,,"(-6.8070687, 39.2555497)"
405145788,405145788,Default,Undefined,Storm Water Inlet Drain,,,"(-6.8100422, 39.2559172)"
405146890,405146890,Default,Undefined,Storm Water Inlet Drain,,,"(-6.8114627, 39.2552639)"
405147815,405147815,Default,Undefined,Storm Water Inlet Drain,,,"(-6.8094357, 39.256145)"
405148046,405148046,Default,Undefined,Storm Water Inlet Drain,,,"(-6.8101279, 39.257924)"
405153961,405153961,Default,Undefined,Storm Water Inlet Drain,,,"(-6.8090251, 39.2608037)"
405153962,405153962,Default,Undefined,Storm Water Inlet Drain,,,"(-6.8096482, 39.2609663)"
405153963,405153963,Default,Undefined,Storm Water Inlet Drain,,,"(-6.8097888, 39.2613529)"
405153964,405153964,Default,Undefined,Storm Water Inlet Drain,,,"(-6.809442, 39.2606486)"
405153965,405153965,Default,Undefined,Storm Water Inlet Drain,,,"(-6.8108173, 39.2606002)"
405153966,405153966,Default,Undefined,Storm Water Inlet Drain,,,"(-6.8089295, 39.2608229)"
405153967,405153967,Default,Undefined,Storm Water Inlet Drain,,,"(-6.8093889, 39.2606486)"
405159721,405159721,Default,Undefined,Storm Water Inlet Drain,,,"(-6.8098869, 39.2617539)"
405159722,405159722,Default,Undefined,Storm Water Inlet Drain,,,"(-6.813208, 39.2597686)"
405159723,405159723,Default,Undefined,Storm Water Inlet Drain,,,"(-6.8138254, 39.2621512)"
405159724,405159724,Default,Undefined,Storm Water Inlet Drain,,,"(-6.8116482, 39.259132)"
405159725,405159725,Default,Undefined,Storm Water Inlet Drain,,,"(-6.8120469, 39.2601443)"
405159727,405159727,Default,Undefined,Storm Water Inlet Drain,,,"(-6.8120039, 39.2601484)"
405159728,405159728,Default,Undefined,Storm Water Inlet Drain,,,"(-6.8101718, 39.2625197)"
405159729,405159729,Default,Undefined,Storm Water Inlet Drain,,,"(-6.8117405, 39.259073)"
405159730,405159730,Default,Undefined,Storm Water Inlet Drain,,,"(-6.8117673, 39.2591468)"
405159731,405159731,Default,Undefined,Storm Water Inlet Drain,,,"(-6.8120469, 39.2598644)"
405159732,405159732,Default,Undefined,Storm Water Inlet Drain,,,"(-6.814072, 39.2631565)"
405159733,405159733,Default,Undefined,Storm Water Inlet Drain,,,"(-6.8138672, 39.2595542)"
405159734,405159734,Default,Undefined,Storm Water Inlet Drain,,,"(-6.8133091, 39.2598447)"
405159735,405159735,Default,Undefined,Storm Water Inlet Drain,,,"(-6.8119681, 39.2593867)"
405159736,405159736,Default,Undefined,Storm Water Inlet Drain,,,"(-6.8106207, 39.2638583)"
405159737,405159737,Default,Undefined,Storm Water Inlet Drain,,,"(-6.8100671, 39.2616005)"
405355909,405355909,Default,Undefined,Storm Water Inlet Drain,,,"(-6.8024987, 39.2571223)"
405356405,405356405,Default,Undefined,Storm Water Inlet Drain,,,"(-6.803276, 39.2580211)"
405360355,405360355,Default,Undefined,Storm Water Inlet Drain,,,"(-6.8039382, 39.2585533)"
405360359,405360359,Default,Undefined,Storm Water Inlet Drain,,,"(-6.8039879, 39.2585843)"
405360363,405360363,Default,Undefined,Storm Water Inlet Drain,,,"(-6.8041118, 39.2584157)"
405447898,405447898,Default,Undefined,Storm Water Inlet Drain,,,"(-6.8052307, 39.2586391)"
405447899,405447899,Default,Undefined,Storm Water Inlet Drain,,,"(-6.8072067, 39.2579495)"
405448287,405448287,Default,Undefined,Storm Water Inlet Drain,,,"(-6.8041859, 39.2605485)"
405448290,405448290,Default,Undefined,Storm Water Inlet Drain,,,"(-6.8051103, 39.2586391)"
405449115,405449115,Default,Undefined,Storm Water Inlet Drain,,,"(-6.8073478, 39.260442)"
405449693,405449693,Default,Undefined,Storm Water Inlet Drain,,,"(-6.8073003, 39.260216)"
405449694,405449694,Default,Undefined,Storm Water Inlet Drain,,,"(-6.8074675, 39.2603023)"
405449879,405449879,Default,Undefined,Storm Water Inlet Drain,,,"(-6.8072037, 39.260063)"
405449882,405449882,Default,Undefined,Storm Water Inlet Drain,,,"(-6.8072619, 39.2600788)"
405450793,405450793,Default,Undefined,Storm Water Inlet Drain,,,"(-6.8077532, 39.2603687)"
405450908,405450908,Default,Undefined,Storm Water Inlet Drain,,,"(-6.8078379, 39.2604158)"
405450909,405450909,Default,Undefined,Storm Water Inlet Drain,,,"(-6.8080895, 39.2603259)"
405451226,405451226,Default,Undefined,Storm Water Inlet Drain,,,"(-6.807129, 39.2598411)"
405451227,405451227,Default,Undefined,Storm Water Inlet Drain,,,"(-6.8071056, 39.2597138)"
405452608,405452608,Default,Undefined,Storm Water Inlet Drain,,,"(-6.806161, 39.2609275)"
405453139,405453139,Default,Undefined,Storm Water Inlet Drain,,,"(-6.8054457, 39.2614518)"
405453140,405453140,Default,Undefined,Storm Water Inlet Drain,,,"(-6.8061375, 39.2609404)"
405454095,405454095,Default,Undefined,Storm Water Inlet Drain,,,"(-6.8083073, 39.2611781)"
405455676,405455676,Default,Undefined,Storm Water Inlet Drain,,,"(-6.8093441, 39.2637047)"
405455995,405455995,Default,Undefined,Storm Water Inlet Drain,,,"(-6.8052307, 39.2589084)"
405456111,405456111,Default,Undefined,Storm Water Inlet Drain,,,"(-6.8072619, 39.260216)"
